"Region","P-Code","Sector","Activity Type","Organisation","Activity","Start Date","End Date"
"Macenta","GIN008003","Gestion des données","Suivi-Evaluation","OMS",,,"en cours"
"Macenta","GIN008003","Gestion des données","Suivi-Evaluation","CDC",,,"en cours"
"Macenta","GIN008003","Gestion des données","Suivi-Evaluation","PLAN",,,
"Mali","GIN006004","Gestion des données","Suivi-Evaluation","OMS",,,"en cours"
"Mali","GIN006004","Gestion des données","Suivi-Evaluation","CDC",,,"en cours"
"Mamou","GIN007002","Gestion des données","Suivi-Evaluation","OMS",,,"en cours"
"Mamou","GIN007002","Gestion des données","Suivi-Evaluation","CDC",,,"en cours"
"Mandiana","GIN004004","Gestion des données","Suivi-Evaluation","OMS",,,"en cours"
"Mandiana","GIN004004","Gestion des données","Suivi-Evaluation","CDC",,,"en cours"
"Nzérékoré","GIN008004","Gestion des données","Suivi-Evaluation","PNUD (1 VNU)",,,12/15/2014
"Nzérékoré","GIN008004","Gestion des données","Suivi-Evaluation","OMS",,,"en cours"
"Nzérékoré","GIN008004","Gestion des données","Suivi-Evaluation","CDC",,,"en cours"
"Nzérékoré","GIN008004","Gestion des données","Suivi-Evaluation","PLAN",,,
"Pita","GIN007003","Gestion des données","Suivi-Evaluation","OMS",,,"en cours"
"Pita","GIN007003","Gestion des données","Suivi-Evaluation","CDC",,,"en cours"
"Siguiri","GIN004005","Gestion des données","Suivi-Evaluation","UNMEER ",,,1/15/2015
"Siguiri","GIN004005","Gestion des données","Suivi-Evaluation","OMS",,,"en cours"
"Siguiri","GIN004005","Gestion des données","Suivi-Evaluation","CDC",,,"en cours"
"Telemele","GIN005005","Gestion des données","Suivi-Evaluation","OMS",,,"en cours"
"Telemele","GIN005005","Gestion des données","Suivi-Evaluation","CDC",,,"en cours"
"Telemele","GIN005005","Gestion des données","Suivi-Evaluation","PLAN",,,"en cours"
"Tougue","GIN006005","Gestion des données","Suivi-Evaluation","OMS",,,"en cours"
"Tougue","GIN006005","Gestion des données","Suivi-Evaluation","CDC",,,"en cours"
"Yomou","GIN008005","Gestion des données","Suivi-Evaluation","UNMEER ",,,1/15/2015
"Yomou","GIN008005","Gestion des données","Suivi-Evaluation","OMS",,,"en cours"
"Yomou","GIN008005","Gestion des données","Suivi-Evaluation","CDC",,,"en cours"
"Yomou","GIN008005","Gestion des données","Suivi-Evaluation","PLAN",,,
"National",,"Sécurité","Police (Communautaire) de Proximité","PNUD","Formation de 150 policiers ",,
"Conakry","GIN002001","Sécurité","Police (Communautaire) de Proximité","PNUD","Formation des agents des CTE ",,
"Coyah",,"Sécurité","Police (Communautaire) de Proximité","PNUD","Formation des agents des CTE",,
,,"Sécurité","Police (Communautaire) de Proximité","PNUD",,,
,,"Sécurité","Police (Communautaire) de Proximité","PNUD",,,
,,"Sécurité","Police (Communautaire) de Proximité","PNUD",,,
,,"Sécurité","Police (Communautaire) de Proximité","PNUD",,,
,,"Sécurité","Police (Communautaire) de Proximité","PNUD",,,
"Macenta","GIN008003","Sécurité","Police (Communautaire) de Proximité","PNUD","Formation des agents des CTE",12/11/2014,"23-12-2014"
"Nzérékoré","GIN008004","Sécurité","Police (Communautaire) de Proximité","PNUD","Formation des agents des CTE",,"23-12-2014"
"Siguiri","GIN004005","Sécurité","Police (Communautaire) de Proximité","PNUD","Formation des agents des CTE",,"23-12-2014"
"National",,"Logistiques","Renforcer l’équipe logistique","UNMEER ",,,"en place"
"National",,"Logistiques","Renforcer l’équipe logistique","PAM",,,"en place"
"National",,"Logistiques","Renforcer l’équipe logistique","PLAN",,,"en place"
"Beyla","GIN008001","Logistiques","Renforcer l’équipe logistique","UNMEER ",,,12/31/2014
"Conakry","GIN002001","Logistiques","Renforcer l’équipe logistique","UNMEER ",,,"en place"
"Conakry","GIN002001","Logistiques","Renforcer l’équipe logistique","OMS",,,"en place"
"Coyah","GIN005001","Logistiques","Renforcer l’équipe logistique","OMS",,,"en cours"
"Dabola","GIN003001","Logistiques","Renforcer l’équipe logistique","OMS",,,"en cours"
"Dubreka","GIN005002","Logistiques","Renforcer l’équipe logistique","OMS",,,"en cours"
"Faranah","GIN003003","Logistiques","Renforcer l’équipe logistique","OMS",,,"en cours"
"Forecariah","GIN005003","Logistiques","Renforcer l’équipe logistique","OMS",,,"en cours"
"Guéckédou","GIN008006","Logistiques","Renforcer l’équipe logistique","UNMEER ",,,12/31/2014
"Guéckédou","GIN008006","Logistiques","Renforcer l’équipe logistique","OMS",,,12/31/2014
"kankan","GIN004001","Logistiques","Renforcer l’équipe logistique","UNMEER ",,,12/31/2014
"kankan","GIN004001","Logistiques","Renforcer l’équipe logistique","OMS",,,12/31/2014
"Kerouane","GIN004002","Logistiques","Renforcer l’équipe logistique","UNMEER ",,,12/31/2014
"Kerouane","GIN004002","Logistiques","Renforcer l’équipe logistique","OMS",,,12/31/2014
"Kindia","GIN005004","Logistiques","Renforcer l’équipe logistique","OMS",,,"en cours"
"Kissidougou","GIN003004","Logistiques","Renforcer l’équipe logistique","UNMEER ",,,12/31/2014
"Kissidougou","GIN003004","Logistiques","Renforcer l’équipe logistique","OMS",,,12/31/2014
"Kouroussa","GIN004003","Logistiques","Renforcer l’équipe logistique","OMS",,,"en cours"
"Macenta","GIN008003","Logistiques","Renforcer l’équipe logistique","UNMEER ",,,12/31/2014
"Macenta","GIN008003","Logistiques","Renforcer l’équipe logistique","OMS",,,12/31/2014
"Nzérékoré","GIN008004","Logistiques","Renforcer l’équipe logistique","UNMEER ",,,12/31/2014
"Nzérékoré","GIN008004","Logistiques","Renforcer l’équipe logistique","OMS",,,12/31/2014
"Siguiri","GIN004005","Logistiques","Renforcer l’équipe logistique","UNMEER ",,,12/31/2014
"Siguiri","GIN004005","Logistiques","Renforcer l’équipe logistique","OMS",,,12/31/2014
"Conakry","GIN002001","Logistiques","Entroposage","UNMEER ",,,"en place"
"Conakry","GIN002001","Logistiques","Entroposage","OMS",,,"en place"
"Coyah","GIN005001","Logistiques","Entroposage","OMS",,,"en cours"
"Dabola","GIN003001","Logistiques","Entroposage","OMS",,,"en cours"
"Dubreka","GIN005002","Logistiques","Entroposage","OMS",,,"en cours"
"Faranah","GIN003003","Logistiques","Entroposage","OMS",,,"en cours"
"Forecariah","GIN005003","Logistiques","Entroposage","OMS",,,"en cours"
"Guéckédou","GIN008006","Logistiques","Entroposage","UNMEER ",,,"en cours"
"Guéckédou","GIN008006","Logistiques","Entroposage","OMS",,,"en cours"
"kankan","GIN004001","Logistiques","Entroposage","UNMEER ",,,12/31/2014
"kankan","GIN004001","Logistiques","Entroposage","OMS",,,12/31/2014
"Kerouane","GIN004002","Logistiques","Entroposage","UNMEER ",,,"en cours"
"Kerouane","GIN004002","Logistiques","Entroposage","OMS",,,"en cours"
"Kindia","GIN005004","Logistiques","Entroposage","OMS",,,"en cours"
"Kissidougou","GIN003004","Logistiques","Entroposage","UNMEER ",,,12/31/2014
"Kissidougou","GIN003004","Logistiques","Entroposage","OMS",,,12/31/2014
"Kouroussa","GIN004003","Logistiques","Entroposage","OMS",,,"en cours"
"Macenta","GIN008003","Logistiques","Entroposage","UNMEER ",,,"en cours"
"Macenta","GIN008003","Logistiques","Entroposage","OMS",,,"en cours"
"Nzérékoré","GIN008004","Logistiques","Entroposage","UNMEER ",,,12/1/2014
"Nzérékoré","GIN008004","Logistiques","Entroposage","OMS",,,12/1/2014
"Siguiri","GIN004005","Logistiques","Entroposage","UNMEER ",,,"en cours"
"Siguiri","GIN004005","Logistiques","Entroposage","OMS",,,"en cours"
"Beyla","GIN008001","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Boffa","GIN001001","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Boké","GIN001002","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Conakry","GIN002001","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Coyah","GIN005001","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Dabola","GIN003001","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Dalaba","GIN007001","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Dinguiraye","GIN003002","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Dubreka","GIN005002","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Faranah","GIN003003","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Forecariah","GIN005003","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Fria","GIN001003","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Gaoual","GIN001004","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Guéckédou","GIN008006","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"kankan","GIN004001","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Kerouane","GIN004002","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Kindia","GIN005004","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Kissidougou","GIN003004","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Koubia","GIN006001","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Koundara","GIN001005","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Kouroussa","GIN004003","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Labe","GIN006002","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Lelouma","GIN006003","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Lola","GIN008002","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Macenta","GIN008003","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Mali","GIN006004","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Mamou","GIN007002","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Mandiana","GIN004004","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Nzérékoré","GIN008004","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Pita","GIN007003","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Siguiri","GIN004005","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Telemele","GIN005005","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Tougue","GIN006005","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"Yomou","GIN008005","Finance","Entroposage","PNUD",,12/1/2014,3/31/2015
"National",,"Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"National",,"Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"National",,"Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Beyla","GIN008001","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Beyla","GIN008001","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Beyla","GIN008001","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Boffa","GIN001001","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Boffa","GIN001001","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Boffa","GIN001001","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Boké","GIN001002","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Boké","GIN001002","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Boké","GIN001002","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Dabola","GIN003001","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Dabola","GIN003001","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Dabola","GIN003001","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Dalaba","GIN007001","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Dalaba","GIN007001","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Dalaba","GIN007001","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Dinguiraye","GIN003002","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Dinguiraye","GIN003002","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Dinguiraye","GIN003002","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Dubreka","GIN005002","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Dubreka","GIN005002","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Dubreka","GIN005002","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Faranah","GIN003003","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Faranah","GIN003003","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Faranah","GIN003003","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Forecariah","GIN005003","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Forecariah","GIN005003","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Forecariah","GIN005003","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Fria","GIN001003","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Fria","GIN001003","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Fria","GIN001003","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Gaoual","GIN001004","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Gaoual","GIN001004","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Gaoual","GIN001004","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Guéckédou","GIN008006","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Guéckédou","GIN008006","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Guéckédou","GIN008006","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"kankan","GIN004001","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"kankan","GIN004001","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"kankan","GIN004001","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Kerouane","GIN004002","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Kerouane","GIN004002","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Kerouane","GIN004002","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Kindia","GIN005004","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Kindia","GIN005004","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Kindia","GIN005004","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Kissidougou","GIN003004","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Kissidougou","GIN003004","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Kissidougou","GIN003004","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Koubia","GIN006001","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Koubia","GIN006001","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Koubia","GIN006001","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Koundara","GIN001005","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Koundara","GIN001005","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Koundara","GIN001005","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Kouroussa","GIN004003","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Kouroussa","GIN004003","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","eHealth Africa",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Kouroussa","GIN004003","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","UNMEER ",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
"Labe","GIN006002","Coordination","Opérationaliser toutes les fonctions de la cellule de coordination nationale","CDC",,,"UNMEER Sur place au niveau National et avec une presence a Conakry (Coyah, Forecariah); Kankan (Siguiri), Kissidougou et Nzerekore. Le rest des Prefecteurs est prevu fin Decembre 2014"
